refTime,beginTime,endTime,labeledSentence,Comment,ETU
3/12/16 0:00,3/14/16 0:00,3/15/16 23:59,Preview Day Monday_BTPDS March_BTPMS 14_BTPDN SUPER TUESDAY_BTPDS -$199 -All Traveler Suits -Reg. $795,,
3/12/16 0:00,3/12/16 0:00,3/13/16 23:59,Ends Tomorrow!_ETPDS $20 off all regular-price pants. Use code Pants20. Shop Now,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Today_ETPDS Online Only!,,
3/12/16 0:00,3/12/16 0:00,3/18/16 23:59,Stores in First Canadian Place & Place Ville-Marie will hold their event March_ETPMS 18_ETPDN,,
3/12/16 0:00,3/12/16 0:00,3/12/16 23:59,Last_TDPS Day_TDSS -In Stores & Online! 25% Off Entire Purchase Use Code: 30496,,
3/14/16 0:00,3/14/16 0:00,3/14/16 23:59,TODAY_ETPDS 03_ETPMN / 14_ETPDN ONLY  ONLINE ONLY  HURRY ENDS AT MIDNIGHT_ETPHS,,
3/14/16 0:00,3/14/16 0:00,3/14/16 23:59,Just Spotted -One_TDPS Day_TDSS Swim Sale! Shop Swim Sale,,
3/14/16 0:00,3/14/16 0:00,3/15/16 23:59,Starts Now_BTPHS  7 For All Mankind  Limited_TDPS - time_TDSS online sale event  Denim that's created for all the ways you wear it.  Shop Women,,
3/14/16 0:00,3/10/16 0:00,3/14/16 23:59,march_BTPMS 10_BTPDN - 14_ETPDN last_TDPS day!_TDSS  40% OFF everything,,
3/14/16 0:00,3/16/16 0:00,3/19/16 23:59,Kids' Days WEDNESDAY_BTPDS MARCH_BTPMS 16_BTPDN - SATURDAY_ETPDS MARCH_ETPMS 19_ETPDN SAE UP TO 65% THROUGHOUT THE KIDS' DEPARTMENT EXTRA 30% OFF KID'S APPAREL AND ACCESSORIES EXTRA 15% OFF TOYS Promo code: MRKIDSDAY16 PRINT COUPON,,
3/14/16 0:00,3/19/16 11:00,3/19/16 15:00,Spring Kids' Fest 11_BTPHN AM_BTPAP - 3_ETPHN PM_ETPAP in the kids' departmen at your local store Saturday_ETPDS March_ETPMS 19_ETPDN Find a store.,,
3/14/16 0:00,3/10/16 0:00,3/14/16 23:59,march_BTPMS 10_BTPDN - 14_ETPDN going... almost gone!  40% OFF everything,,
3/14/16 0:00,3/14/16 0:00,3/14/16 23:59,happy pi day! online exclusive today_ETPDS only take 20% off using promo code SPLURGE20. shop now.,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,march_ETPMS 15_ETPDN  extended! 1 last chance  Gap Friends & Family is here. Exclusively for you.  40% OFF everything  Use code FFSALE,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,Today_ETPDS only -Tuesday_ETPDS March_ETPMS 15_ETPDN -SUPER TUESDAY_ETPDS -$199 -All Traveler Suits -Reg. $795.,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,Free Shipping(1) -Last_TDPS Day!_TDSS Use promo code: BUNNY,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,Order today_ETPDS to get it by Easter! Last_TDPS Day!_TDSS Online Only. 60%(3) off dressed up styles.,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,Today_ETPDS online only: All dresses & shoes up to 50% off. Excludes clearance and Brands We Love. SHOP DRESSES,,
3/15/16 0:00,3/15/16 0:00,3/16/16 23:59,Starts Now_BTPHS  Furla  Limited_TDPS - time_TDSS online sale event  Leather at its sleekest and chicest. The Italian brand does it better.  Shop Handbags,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,march_ETPMS 15_ETPDN  extended! 1 last_TDPS chance_TDSS  Gap Friends & Family is here. Exclusively for you.  40% OFF everything  Gap and Gap Factory online and in stores,review,
3/15/16 0:00,3/15/16 0:00,3/16/16 23:59,ONLINE ONLY. ENDS 3_ETPMN / 16_ETPDN  USE CODE SAVEMORE  SHOP NOW,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,Final_TDPS Hours_TDSS - Tuesday_ETPDS March_ETPMS 15_ETPDN -SUPER TUESDAY -$199 -All Traveler Suits -Reg. $795,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,Hours_TDPS Left!_TDSS $20 off all regular-price pants. Use code Pants20. Shop Now,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,march_ETPMS 15_ETPDN  hours_TDPS left!_TDSS  Gap Friends & Family is here. Exclusively for you.  40% OFF everything  Gap and Gap Factory online and in stores,,
3/15/16 0:00,3/15/16 0:00,3/15/16 23:59,Free Shipping(1) -Final_TDPS Hours!_TDSS Use promo code: BUNNY,Test,
3/15/16 0:00,3/15/16 0:00,4/3/16 23:59,Monetary gifts to benefit Dress for Success are welcome at any store through April_ETPMS 3._ETPDN Find A Store,,
3/15/16 0:00,3/15/16 0:00,3/21/16 23:59,Limited Time Offer! Enjoy a $30 enrollment bonus coupon when you're approved  for a Gymboree Visa card through this email(1). Plus 20% off your first Gymboree Visa purchase at Gymboree! (2) 1. Your $30 enrollment bonus coupon replaces our everyday $10 enrollment bonus offered on gymboreevisa.com. Your coupon will automatically arrive with your card. Offer expires 3_ETPMN / 21_ETPDN / 16._ETPYN See gymboreevisa.com for terms and conditions of the enrollment bonus.  2. See coupon for terms and conditions. See coupon for expiration date.,,
3/15/16 0:00,3/15/16 0:00,3/17/16 23:59,3_TDPN day_TDSS doorbusters. shop now.,,
3/15/16 0:00,3/15/16 0:00,3/26/16 23:59,Ends March_ETPMS 26._ETPDN Shop Now,,
3/16/16 0:00,3/16/16 0:00,3/16/16 23:59,TODAY_ETPDS 03_ETPMN / 16_ETPDN  ONLINE ONLY  25% OFF CASUAL AND DRESS SHIRTS  USE CODE 25OFFCDS,,
3/16/16 0:00,3/16/16 0:00,3/24/16 23:59,In store & online -print coupon -valid thru 3_ETPMN / 24_ETPDN,,
3/16/16 0:00,3/16/16 0:00,3/23/16 23:59,Ultimate intimates event  -now_BTPHS thru March_ETPMS 23_ETPDN in store & online,,
3/16/16 0:00,3/16/16 0:00,3/16/16 23:59,TODAY_ETPDS ONLY  35% OFF HUNDREDS OF STYLES  Use code STYLE  SHOP NOW,,
3/16/16 0:00,3/16/16 0:00,3/16/16 23:59,Last_TDPS Day._TDSS Up to 50% Off,,
3/16/16 0:00,3/16/16 12:00,3/17/16 23:59,Up to 75% OFF! Midday_ETPHS FLASH SALE starts NOW! Be Quick! 12_TDPN Hours_TDSS ONLY to Save up to 75% OFF! Shop Flash Sale,Review,
3/16/16 0:00,3/16/16 0:00,3/16/16 23:59,TODAY'S_ETPDS YOUR LUCKY DAY  ONLINE CLEARANCE,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,TODAY_ETPDS ONLY 3_ETPMN / 17._ETPDN  ONE LUCKY DAY  FLASH SALE  30% OFF YOUR PURCHASE OR,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,Online Only. It's Your Lucky Day! Free Shipping(1) on every order + extra 17%(2) off. Use promo code: LUCKY17. Promo code valid online 3_ETPMN / 17_ETPDN / 16_ETPYN only. Shop Now,,
3/17/16 0:00,3/17/16 0:00,3/20/16 23:59,THE FRIENDS & FAMILY EVENT -30% OFF YOUR ENTIRE PURCHASE FROM NOW_BTPHS THROUGH MARCH_ETPMS 20_ETPDN at Kenneth Cole retail stores and KennethCole.com. / SHOP WOMEN'S /  IT REALLY IS WHO YOU KNOW,,
3/17/16 0:00,3/17/16 0:00,3/20/16 23:59,THE FRIENDS & FAMILY EVENT -30% OFF YOUR ENTIRE PURCHASE FROM NOW_BTPHS THROUGH MARCH_ETPMS 20_ETPDN at Kenneth Cole retail stores and KennethCole.com. / SHOP MEN'S / IT REALLY IS WHO YOU KNOW,,
3/17/16 0:00,3/4/16 0:00,3/20/16 23:59,March_BTPMS 4_BTPDN th to 20_ETPDN th 2016_ETPYN -Free SilveryMoon Earrings -With in-store purchase of $75 or more -Learn More,,
3/17/16 0:00,3/17/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Enjoy 2 exclusive coupons for big savings! Plus donate in-store to earn extra coupons. Extra 25% off an apparel or fine jewelry item Extra 15% off a cosmetics or fragrance item Promo code: GOODWILLM16. SHOP NOW.,,
3/17/16 0:00,3/17/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Enjoy 2 exclusive coupons for big savings! Plus donate in-store to earn extra coupons. Extra 25% off an apparel or fine jewelry item Extra 15% off a cosmetics or fragrance item Promo code: GOODWILLM16. PRINT COUPON.,,
3/17/16 0:00,3/17/16 0:00,3/19/16 23:59,3_TDPN days_TDSS only. ends Saturday_ETPDS march_ETPMS 19._ETPDN $50 off your purchase of $100 or more,,
3/17/16 0:00,3/17/16 0:00,3/18/16 23:59,Starts Now_BTPHS Tommy Bahama  Limited_TDPS - time_TDSS online sale event  Refined relaxed and ready for some sun. Spring forward the Tommy Bahama way.  Shop Women,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,TODAY_ETPDS ONLY  40% off your purchase,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,Today_ETPDS Online,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,Today_ETPDS In Stores,,
3/17/16 0:00,3/17/16 0:00,3/18/16 23:59,last_TDPS chance!_TDSS feeling lucky? -FOLLOW THE RAINBOW,,
3/17/16 0:00,3/17/16 0:00,3/28/16 23:59,More savings IN STORES + ONLINE Ends 3_ETPMN / 28_ETPDN  Everyone gets AN EXTRA 15 % OFF  YOUR ENTIRE PURCHASE  USE CODE: EASTER,,
3/17/16 0:00,3/17/16 0:00,3/18/16 23:59,LIMITED_TDPS TIME_TDSS  MARCH_ETPMS MYSTERY MADNESS  YOU COULD SCORE  40% OFF YOUR PURCHASE  20% OFF YOUR PURCHASE  30% OFF YOUR PURCHASE  TAKE YOUR SHOT,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,Today_ETPDS more is more on the best of spring shoes for men and women.,,
3/17/16 0:00,3/17/16 0:00,4/3/16 23:59,Donate! Monetary gifts to benefit Dress for Success are welcomed in our stores through April_ETPMS 3._ETPDN Find A Store,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,Today_ETPDS -Online Only! All Shorts on Sale Starting at $20,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,STARTS TODAY_BTPDS  SPRING PREFERRED CUSTOMER EVENT,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,SWIM IS ON SALE (starting at $10!) One_TDPS Day_TDSS ONLY! Shop 100+ Swim Styles Now On Sale -up to 70% OFF!,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,One_TDPS Day_TDSS Customer Favorites Sale,,
3/17/16 0:00,3/17/16 0:00,3/22/16 11:59,Email and App only: Free expedited shipping when you spend $50. Order by March_ETPMS 22_ETPDN 11_ETPHN : 59_ETPmN AM_ETPAP EST_ETPZ and select Expedited Delivery. Applies only to the 48 contiguous United States. Use code VIPBOOST,,
3/17/16 0:00,3/18/16 0:00,3/20/16 23:59,In stores only $5 off any dress purchase. Limit 1 transaction per customer. Excludes clearance. Cannot be combined with $5 off Plus promotion. Valid 3_BTPMN / 18_BTPDN - 3_ETPMN / 20_ETPDN only. Ends Sunday._ETPDS,,
3/17/16 0:00,3/17/16 0:00,3/21/16 8:00,Arrives 3_ETPMN / 21_ETPDN At 8_ETPHN AM_ETPAP Pacific  The North Face  Limited_TDPS - Time_TDSS Online Sale Event  Preview The Event,,
3/17/16 0:00,3/17/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Enjoy 2 exclusive coupons for our best customers! Plus donate in-store to earn extra coupons. EXTENDED now_BTPHS through Saturday_BTPDS March_BTPMS 19_BTPDN -Get 3 coupons for each in-store donation! Extra 25% off an apparel accessory or fine jewelry item Extra 20% off a cosmetics or fragrance item Promo code: MARCHGDWL16. SHOP NOW.,,
3/17/16 0:00,3/17/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Enjoy 2 exclusive coupons for our best customers! Plus donate in-store to earn extra coupons. EXTENDED now_BTPHS through Saturday_ETPDS March_ETPMS 19_ETPDN -Get 3 coupons for each in-store donation! Extra 25% off an apparel accessory or fine jewelry item Extra 20% off a cosmetics or fragrance item Promo code: MARCHGDWL16. PRINT COUPON.,,
3/17/16 0:00,3/17/16 0:00,3/18/16 23:59,FINAL 2_TDPN DAYS!_TDSS SPRING SALE UP TO 70% OFF Suits & Sportcoats Including Big & Tall,,
3/17/16 0:00,3/17/16 0:00,3/19/16 23:59,super Saturday_ETPDS early birds. shop now.,Test,
3/17/16 0:00,3/17/16 0:00,3/18/16 23:59,FRIENDS AND FAMILY ENDS TOMORROW!_ETPDS,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,WEN by Chaz Dean Today_ETPDS Only,,
3/17/16 0:00,3/17/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Enjoy 2 exclusive coupons for our best customers! Plus donate in-store to earn extra coupons. EXTENDED now_BTPHS through Saturday_ETPDS March_ETPMS 19_ETPDN -Get 3 coupons for each in-store donation! Extra 25% off an apparel accessory or fine jewelry item Extra 20% off a cosmetics or fragrance item Promo code: MARCHGDWL16. SHOP NOW.,,
3/17/16 0:00,3/17/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Enjoy 2 exclusive coupons for our best customers! Plus donate in-store to earn extra coupons. EXTENDED now_BTPHS through Saturday_ETPDS March_ETPMS 19_ETPDN -Get 3 coupons for each in-store donation! Extra 25% off an apparel accessory or fine jewelry item Extra 20% off a cosmetics or fragrance item Promo code: MARCHGDWL16. PRINT COUPON.,,
3/17/16 0:00,3/17/16 0:00,3/20/16 23:59,Last Weekend._ETPDS   Free Silvery Moon Earrings -With in-store purchase of $75 or more -Learn More,,
3/17/16 0:00,3/17/16 0:00,3/18/16 23:59,Two_TDPS Days_TDSS Only -20% OFF Any 1 Item,,
3/17/16 0:00,3/18/16 0:00,3/20/16 23:59,$5 off any dress purchase in stores only. Limit 1 transaction per customer. Excludes clearance. Cannot be combined with $5 off Plus promotion. Valid 3_BTPMN / 18_BTPDN - 3_ETPMN / 20_ETPDN only. Ends Sunday._ETPDS,,
3/17/16 0:00,3/17/16 0:00,3/22/16 23:59,$5 off any Plus purchase in stores & online. Limit 1 transaction per customer. Excludes clearance. Ends Tuesday._ETPDS SHOP PLUS,,
3/17/16 0:00,3/17/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Enjoy 2 exclusive coupons for our best customers! Plus donate in-store to earn extra coupons. EXTENDED now_BTPHS through Saturday_ETPDS March_ETPMS 19_ETPDN -Get 3 coupons for each in-store donation! Extra 25% off an apparel accessory or fine jewelry item Extra 20% off a cosmetics or fragrance item Promo code: MARCHGDWL16. SHOP NOW.,,
3/17/16 0:00,3/17/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Enjoy 2 exclusive coupons for our best customers! Plus donate in-store to earn extra coupons. EXTENDED now_BTPHS through Saturday_ETPDS March_ETPMS 19_ETPDN -Get 3 coupons for each in-store donation! Extra 25% off an apparel accessory or fine jewelry item Extra 20% off a cosmetics or fragrance item Promo code: MARCHGDWL16. PRINT COUPON.,,
3/17/16 0:00,3/17/16 0:00,3/19/16 23:59,Earn extra coupons for The Goodwill Sale! Ends Saturday_ETPDS March_ETPMS 19_ETPDN -Get 3 coupons for every gently used item you donate in-store! Apparel shoes luggage handbags home textiles and linens & blankets. Get 3 coupons when you donate $5 in-store!,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,FINAL_TDPS DAY!_TDSS Swim Sale -Starting at $10! Don't Miss Out! Shop 100+ Swim Styles Now On Sale -up to 70% OFF,,
3/17/16 0:00,3/17/16 0:00,3/31/16 23:59,MARCH_ETPMS MYSTERY MADNESS,,
3/17/16 0:00,3/17/16 0:00,3/17/16 23:59,FINAL_TDPS DAY!_TDSS SPRING SALE UP TO 70% OFF Suits & Sportcoats Including Big & Tall,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,TWO_TDPS DAYS_TDSS ONLY  ~*FREE 2-DAY SHIPPING ON ORDERS OF $75 OR MORE  USE PROMO CODE FASTBUNNY. ENDS 3_ETPMN / 21_ETPDN,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Anthro weekend_ETPDS ends today!_ETPDS,,
3/20/16 0:00,3/20/16 0:00,3/31/16 23:59,March_ETPMS MARKDOWN MADNESS! Up to 75% OFF! Shop NEW Markdowns up to 75% OFF!,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,2_TDPN day_TDSS doorbusters. shop now.,,
3/20/16 0:00,3/20/16 0:00,3/26/16 23:59,25% off Nike Sale. Select styles. Offers and coupons do not apply. Ends March_ETPMS 26._ETPDN Shop now.,,
3/20/16 0:00,3/20/16 0:00,3/22/16 23:59,Email and App only: Free expedited shipping when you spend $50. Order by Mar._ETPMS 22_ETPDN 11_ETPHN : 59_ETPmN AM_ETPAP EST_ETPZ and select Expedited Delivery. Applies only to the 48 contiguous United States. Use code VIPBOOST,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,LIMITED_TDPS TIME_TDSS,,
3/20/16 0:00,3/20/16 0:00,4/28/16 23:59,starts today!_BTPDS  GAPCASH  Get $25 in GapCash for every $50 you spend thru 4_ETPMN / 28._ETPDN Spend your GapCash 5_BTPMN / 11_BTPDN - 5_ETPMN / 15._ETPDN,Test,
3/20/16 0:00,3/20/16 0:00,3/23/16 23:59,96_TDPN Hour_TDSS sale,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,ENDS SUNDAY_ETPDS 3_ETPMN / 20_ETPDN  FIND A STORE,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,ONLINE ONLY. ENDS 3_ETPMN / 21._ETPDN  extra 10% OFF ALL DRESSES,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,IN-STORE & ONLINE SUNDAY_ETPDS 3_ETPMN / 20_ETPDN,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,TAKE 35% OFF YOUR ORDER  USE CODE FASTBUNNY ENDS 3_ETPMN / 21_ETPDN,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,FINAL_TDPS HOURS:_TDSS FRIENDS + FAMILY,,
3/20/16 0:00,3/20/16 0:00,3/31/16 23:59,March_ETPMS Gladness,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Starts Today!_BTPDS STOCK-UP SALE -BUY 1 GET 2 FREE All Suits & Sportcoats All fits including Big & Tall. Buy one at regular price and get two items of equal or lesser value free. Excludes factory items and select Executive sportcoats.,,End Time Unknown
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,Online Only -Ends Tomorrow_ETPDS,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Happy Spring! Today_ETPDS & Online Only. Free Shipping(1) on every order + 20% off(2) entire purchase. Use promo code: SPRING,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,SPRING SAVINGS EVENT  IN-STORE AND ONLINE  LIMITED_TDPS TIME_TDSS ONLY!,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,Starts Now_BTPHS  The North Face  Limited_TDPS - time_TDSS online sale event  In this brand's gear all conditions are peak conditions.  Shop Women,,
3/20/16 0:00,3/20/16 0:00,4/4/16 23:59,Now_BTPDS through April_ETPMS 4._ETPDN,,
3/20/16 0:00,3/20/16 0:00,4/4/16 23:59,Now_BTPDS through April_ETPMS 4_ETPDN,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,ENDS TODAY_ETPDS  ONLINE ONLY  EARLY EASTER EXPRESS,,
3/20/16 0:00,3/20/16 0:00,4/28/16 23:59,GAPCASH is back! Earn $25 for every $50 or more you spend thru 4_ETPMN / 28._ETPDN Spend your GapCash ($50 min.) 5_BTPMN / 11_BTPDN - 5_ETPMN / 15._ETPDN,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Today_ETPDS more is more on home accessories.,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Ends Today_ETPDS -Online Only,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,Where Play & Learning Go Hand In Hand. Gymboree Play & Music $25(1) off enrollment. Use promo code PLAYFUL25. Hurry -offer ends_TDPS soon!_TDSS ENROLL NOW,,
3/20/16 0:00,3/20/16 0:00,3/22/16 23:59,3_TDPN Days_TDSS of Dress Deals Start Today!_BTPDS,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,SPRING SAVINGS EVENT  IN-STORE AND ONLINE  LIMITED_TDPS TIME_TDSS ONLY!  $20 OFF YOUR PURCHASE OF $75 OR MORE  USE CODE SAVE,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Last_TDPS Day_TDSS -30% off $150+ 20% off $100 10% off $50,,
3/20/16 0:00,3/20/16 0:00,3/24/16 23:59,Print coupon -valid thru 3_ETPMN / 24_ETPDN,,
3/20/16 0:00,3/20/16 0:00,3/23/16 23:59,Print coupon -valid thru 3_ETPMN / 23_ETPDN,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,Limited_TDPS time!_TDSS Free shipping with orders over $25,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Club 50 is the new 40 & fabulous -40 has never looked better! Now everyone 40 years & up can get an extra 20% off every Tuesday_TPRD -even on yes! items fragrances & our beauty bar! Because youre never too young for extra savings! See associate in store to sign up.,Review,End Time Unknown
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Tuesday_ETPDS Shoesday All shoes $25 or less. Today_ETPDS online only. Excludes clearance and Brands We Love. SHOP SHOES,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Ends tonight_ETPHS $5 off Plus. In store & online. Excludes clearance. SHOP PLUS,,
3/20/16 0:00,3/22/16 0:00,3/26/16 23:59,Nordstrom Rewards  Earn Triple Points March_BTPMS 22_BTPDN - 26_ETPDN  Learn More,,
3/20/16 0:00,3/20/16 0:00,3/21/16 23:59,Starts Now_BTPHS  adidas  Limited_TDPS - time_TDSS online sale event  Performance originality and style. The brand has earned its three stripes.  Shop Women's Shoes,,
3/20/16 0:00,3/20/16 0:00,3/20/16 23:59,Early Access: 1_TDPN Day._TDSS All Styles. Just $32. ONE_TDPS DAY_TDSS ONLY -Shop $32 Sale,,
3/20/16 0:00,3/20/16 0:00,3/22/16 23:59,ONLINE ONLY. ENDS 3_ETPMN / 22._ETPDN,,
3/20/16 0:00,3/22/16 0:00,3/26/16 23:59,EARN TRIPLE POINTS -MARCH_BTPMS 22_BTPDN - 26_ETPDN  NORDSTROM REWARDS -APPLY NOW,,
3/20/16 0:00,3/22/16 0:00,3/26/16 23:59,NORDSTROM REWARDS  SHOP. GET REWARDED. REPEAT. EARN TRIPLE POINTS -MARCH_BTPMS 22_BTPDN - 26_ETPDN -APPLY NOW,,
3/20/16 0:00,3/20/16 0:00,3/26/16 23:59,The Goodwill Sale -Ends Saturday_ETPDS March_ETPMS 26._ETPDN Save on nearly everything including your favorite brands that rarely go on sale! Enjoy 2 exclusive coupons for big savings! Plus donate in-store to earn extra coupons. Extra 25% off an apparel or fine jewelry item Extra 15% off a cosmetics or fragrance item Promo code: GOODWILLM16. SHOP NOW.,,
3/22/16 0:00,3/23/16 0:00,3/26/16 23:59,Start's Tomorrow!_BTPDS Wednesday_BTPDS March_BTPMS 23_BTPDN through Saturday_ETPDS March_ETPMS 26._ETPDN $50 off your purchase of $100 or more Promo code: ZEASTER5016. All in-store merchandise including designer brands counts toward the $100 minimum; however $50 discount applies only to coupon-eligible merchadise. Online offer varies; see below for details. Print Coupons.,,
3/22/16 0:00,3/22/16 0:00,3/24/16 8:00,Ends 3_ETPMN / 24_ETPDN at 8_ETPHN am_ETPAP Pacific_ETPZ  The North Face Women Men & Kids  Limited-Time Online Sale Event  Spring coming in like a lion? Gear up with the brand when the weather roars.,,
3/22/16 0:00,3/22/16 0:00,3/27/16 23:59,NOW UNTIL MAR_ETPMS 27_ETPDN  CLEAR THE RACK  Save Up To 75% (with Extra 25% Off Clearance)  Shop Now  Score Big On The Season's Must-Haves For Women Men and Kids,,
3/22/16 0:00,3/22/16 0:00,3/22/16 23:59,Today_ETPDS more is more on kids items.,,
3/22/16 0:00,3/22/16 0:00,3/28/16 23:59,SPRING PREFERRED CUSTOMER EVENT  NOW THROUGH MARCH_ETPMS 28_ETPDN,,
3/22/16 0:00,3/22/16 0:00,3/22/16 23:59,Its Kenneths Birthday but you get the gift. Today_ETPDS online only: Enjoy 25% off your purchase. To redeem use code HBDKC at checkout. Shop now,,
3/22/16 0:00,3/22/16 0:00,3/23/16 23:59,2_TDPS day_TDSS sale featuring 50% off specials. shop now.,,
3/22/16 0:00,3/22/16 0:00,3/26/16 23:59,Ends March_ETPMS 26_ETPDN th. SHOP NOW,,
3/22/16 0:00,3/22/16 0:00,3/22/16 23:59,Today_ETPDS Only! Free Ship when you spend $30 applies to standard ground ship to the 48 contiguous United States with minimum purchase excluding tax & shipping. Online & in stores ends Sunday:_ETPDS Entire store up to 50% off.,,
3/22/16 0:00,3/22/16 0:00,3/27/16 23:59,online only. ends sunday._ETPDS buy more save more,,
3/22/16 0:00,3/22/16 0:00,3/23/16 23:59,ENDING_TDPS SOON_TDSS ... DON'T LET YOUR LUCK RUN OUT! SEE YOUR LUCKY SAVINGS,,
3/22/16 0:00,3/22/16 0:00,3/22/16 23:59,3._ETPMN 2016_ETPYN Flash_TDSS Sale .gif,,
3/22/16 0:00,3/22/16 0:00,3/28/16 23:59,Dress Up  ALL DRESSES ON SALE ENDS 3_ETPMN / 28_ETPDN,,
3/22/16 0:00,3/22/16 0:00,3/22/16 12:00,Order by noon_ETPHS EST_ETPZ get it by easter!,,
3/22/16 0:00,3/22/16 0:00,3/22/16 23:59,LAST_TDPS CHANCE!_TDSS Buy More and SAVE -Get $50 off a $200 order ~ Get $30 off a $150 order ~ Get $15 off a $100 order!,,
3/22/16 0:00,3/22/16 0:00,3/23/16 23:59,Limited_TDPS time_TDSS extra 25% off sale clothing.,,
3/22/16 0:00,3/22/16 0:00,3/26/16 23:59,ONE BIG SALE -NOW_BTPHS THRU SATURDAY!_ETPDS,,
3/22/16 0:00,3/22/16 0:00,3/26/16 17:00,THURS._BTPDS 1_BTPHN PM_BTPAP - CLOSE_ETPHS FRI._BTPDS OPEN- 9_ETPHN PM_ETPAP SAT._BTPDS 9_BTPHN AM_BTPAP - 5_ETPHN PM_ETPAP / ALL DAY ONLINE! / 3_TDPN - DAY_TDSS DOORBUSTER 50% OFF ALMOST EVERYTHING IN STORE & ONLINE,,
3/22/16 0:00,3/22/16 0:00,3/27/16 23:59,Online & In stores ends Sunday:_ETPDS Entire store up to 50% off.,,
3/22/16 0:00,3/22/16 0:00,3/23/16 23:59,Starts Today_BTPDS  The Hunt is On  Limited_TDPS Time_TDSS  up to 40% off,,
3/22/16 0:00,3/22/16 0:00,3/23/16 23:59,Starts Now_BTPHS  VINCE.  Limited_TDPS - time_TDSS online sale event  Luxe essentials made modern for the thoughtfully edited wardrobe.  Shop Women,,
